event_id,sport,market_type,selection,opening_line,closing_line,opening_odds,closing_odds,result,timestamp
851,NFL,moneyline,Selection_851,-6.5,-9.0,100,100,0,2024-02-18 22:37:23.095396932
852,NHL,over_under,Selection_852,3.4,4.6,-115,-105,0,2024-02-19 10:18:39.146097396
853,NBA,moneyline,Selection_853,-9.5,-9.8,175,175,0,2024-02-19 21:59:55.196797864
854,MLB,over_under,Selection_854,-3.6,-2.9,115,105,0,2024-02-20 09:41:11.247498332
855,NBA,spread,Selection_855,-9.0,-11.9,110,110,1,2024-02-20 21:22:27.298198796
856,NBA,spread,Selection_856,2.4,4.4,150,140,0,2024-02-21 09:03:43.348899264
857,NFL,moneyline,Selection_857,-8.9,-8.0,130,130,1,2024-02-21 20:44:59.399599732
858,NBA,over_under,Selection_858,-7.9,-8.8,110,120,1,2024-02-22 08:26:15.450300200
859,MLB,over_under,Selection_859,6.6,5.4,105,100,1,2024-02-22 20:07:31.501000664
860,NBA,moneyline,Selection_860,9.5,8.7,-115,-110,0,2024-02-23 07:48:47.551701136
861,MLB,moneyline,Selection_861,4.9,5.2,-105,-105,0,2024-02-23 19:30:03.602401600
862,NFL,spread,Selection_862,-5.4,-4.3,-130,-130,0,2024-02-24 07:11:19.653102064
863,NBA,over_under,Selection_863,-3.7,-5.5,105,110,1,2024-02-24 18:52:35.703802536
864,NBA,spread,Selection_864,-1.6,-0.7,110,105,1,2024-02-25 06:33:51.754503000
865,NFL,moneyline,Selection_865,0.6,-0.4,175,175,1,2024-02-25 18:15:07.805203464
866,NBA,moneyline,Selection_866,-3.1,-0.4,120,115,1,2024-02-26 05:56:23.855903936
867,NBA,spread,Selection_867,4.1,5.1,100,100,1,2024-02-26 17:37:39.906604400
868,NFL,spread,Selection_868,7.5,7.5,-130,-130,0,2024-02-27 05:18:55.957304872
869,NBA,spread,Selection_869,1.5,2.9,-115,-110,1,2024-02-27 17:00:12.008005336
870,MLB,over_under,Selection_870,2.2,2.8,-105,-115,0,2024-02-28 04:41:28.058705800
871,NBA,over_under,Selection_871,-7.9,-5.3,120,115,0,2024-02-28 16:22:44.109406272
872,NFL,moneyline,Selection_872,9.3,8.7,-120,-110,0,2024-02-29 04:04:00.160106736
873,NFL,player_prop,Selection_873,-4.2,-3.3,110,115,1,2024-02-29 15:45:16.210807200
874,NBA,spread,Selection_874,1.6,1.9,-120,-120,0,2024-03-01 03:26:32.261507672
875,MLB,player_prop,Selection_875,-2.6,-4.1,-200,-195,0,2024-03-01 15:07:48.312208136
876,NFL,spread,Selection_876,2.0,2.5,250,255,0,2024-03-02 02:49:04.362908608
877,NBA,over_under,Selection_877,-8.6,-9.2,-105,-105,1,2024-03-02 14:30:20.413609072
878,NFL,moneyline,Selection_878,6.7,8.1,-110,-105,0,2024-03-03 02:11:36.464309536
879,NFL,player_prop,Selection_879,9.7,13.1,105,100,0,2024-03-03 13:52:52.515010008
880,NFL,player_prop,Selection_880,-2.1,-3.4,150,150,0,2024-03-04 01:34:08.565710472
881,MLB,moneyline,Selection_881,-8.0,-8.0,-150,-150,1,2024-03-04 13:15:24.616410936
882,MLB,moneyline,Selection_882,3.8,3.0,130,140,1,2024-03-05 00:56:40.667111408
883,NBA,moneyline,Selection_883,-6.3,-6.8,250,250,1,2024-03-05 12:37:56.717811872
884,NHL,moneyline,Selection_884,-5.4,-6.2,-250,-250,1,2024-03-06 00:19:12.768512344
885,NFL,moneyline,Selection_885,6.1,4.0,-110,-100,1,2024-03-06 12:00:28.819212808
886,NFL,player_prop,Selection_886,-7.5,-6.0,-175,-175,1,2024-03-06 23:41:44.869913272
887,NBA,moneyline,Selection_887,2.7,4.4,-175,-165,0,2024-03-07 11:23:00.920613744
888,MLB,moneyline,Selection_888,-0.2,-0.9,-175,-185,1,2024-03-07 23:04:16.971314208
889,NFL,over_under,Selection_889,6.1,5.1,-150,-145,0,2024-03-08 10:45:33.022014672
890,MLB,over_under,Selection_890,-5.3,-5.9,-120,-110,1,2024-03-08 22:26:49.072715144
891,NBA,moneyline,Selection_891,-2.2,-2.8,175,175,1,2024-03-09 10:08:05.123415608
892,NFL,moneyline,Selection_892,-4.2,-4.1,200,195,1,2024-03-09 21:49:21.174116080
893,NBA,spread,Selection_893,7.1,6.2,-250,-250,1,2024-03-10 09:30:37.224816544
894,NBA,spread,Selection_894,1.2,0.7,120,120,1,2024-03-10 21:11:53.275517008
895,NFL,over_under,Selection_895,5.6,6.6,175,175,0,2024-03-11 08:53:09.326217480
896,NBA,player_prop,Selection_896,-6.0,-8.1,115,120,0,2024-03-11 20:34:25.376917944
897,NHL,over_under,Selection_897,3.3,2.6,-200,-200,1,2024-03-12 08:15:41.427618408
898,NBA,spread,Selection_898,7.1,6.6,115,115,1,2024-03-12 19:56:57.478318880
899,NFL,spread,Selection_899,-8.6,-7.4,-105,-110,1,2024-03-13 07:38:13.529019344
900,NFL,player_prop,Selection_900,-2.4,-2.4,110,100,1,2024-03-13 19:19:29.579719808
901,NBA,moneyline,Selection_901,3.3,3.7,130,130,1,2024-03-14 07:00:45.630420280
902,NHL,over_under,Selection_902,9.7,7.7,-150,-150,0,2024-03-14 18:42:01.681120744
903,NHL,moneyline,Selection_903,-9.0,-9.3,-130,-140,0,2024-03-15 06:23:17.731821216
904,NFL,spread,Selection_904,8.2,6.6,-105,-105,0,2024-03-15 18:04:33.782521680
905,NBA,spread,Selection_905,-8.3,-7.5,-150,-150,0,2024-03-16 05:45:49.833222144
906,NFL,moneyline,Selection_906,1.8,5.0,115,120,0,2024-03-16 17:27:05.883922616
907,NFL,over_under,Selection_907,1.7,2.6,-200,-195,1,2024-03-17 05:08:21.934623080
908,NFL,spread,Selection_908,7.7,7.2,150,150,0,2024-03-17 16:49:37.985323544
909,NFL,player_prop,Selection_909,6.7,8.3,-115,-105,0,2024-03-18 04:30:54.036024016
910,NFL,spread,Selection_910,3.8,2.8,100,100,0,2024-03-18 16:12:10.086724480
911,MLB,spread,Selection_911,-9.0,-10.2,150,150,1,2024-03-19 03:53:26.137424952
912,NBA,spread,Selection_912,-3.6,-5.8,200,205,1,2024-03-19 15:34:42.188125416
913,NBA,moneyline,Selection_913,7.7,9.1,-250,-250,0,2024-03-20 03:15:58.238825880
914,NBA,spread,Selection_914,0.8,2.8,200,190,0,2024-03-20 14:57:14.289526352
915,NFL,over_under,Selection_915,-7.3,-7.8,-175,-170,1,2024-03-21 02:38:30.340226816
916,NBA,player_prop,Selection_916,-3.3,-3.0,-175,-180,0,2024-03-21 14:19:46.390927280
917,NHL,over_under,Selection_917,1.1,1.6,120,120,0,2024-03-22 02:01:02.441627752
918,NFL,moneyline,Selection_918,1.5,-0.6,-250,-240,1,2024-03-22 13:42:18.492328216
919,NFL,spread,Selection_919,-9.0,-7.1,-120,-120,1,2024-03-23 01:23:34.543028688
920,NFL,spread,Selection_920,6.6,5.5,175,185,0,2024-03-23 13:04:50.593729152
921,NFL,spread,Selection_921,5.6,3.8,115,115,1,2024-03-24 00:46:06.644429616
922,NBA,player_prop,Selection_922,-5.1,-5.4,120,115,0,2024-03-24 12:27:22.695130088
923,NBA,moneyline,Selection_923,-4.9,-4.8,-115,-120,0,2024-03-25 00:08:38.745830552
924,NFL,spread,Selection_924,-9.8,-9.9,130,130,1,2024-03-25 11:49:54.796531016
925,NFL,over_under,Selection_925,3.2,3.7,150,150,0,2024-03-25 23:31:10.847231488
926,NHL,moneyline,Selection_926,-2.4,-1.9,175,175,0,2024-03-26 11:12:26.897931952
927,NFL,moneyline,Selection_927,-0.9,-1.4,-120,-120,1,2024-03-26 22:53:42.948632424
928,MLB,over_under,Selection_928,2.3,1.0,110,110,0,2024-03-27 10:34:58.999332888
929,NFL,over_under,Selection_929,0.6,0.7,115,115,0,2024-03-27 22:16:15.050033352
930,NBA,over_under,Selection_930,0.9,1.1,120,120,1,2024-03-28 09:57:31.100733824
931,NFL,over_under,Selection_931,0.5,0.7,175,175,0,2024-03-28 21:38:47.151434288
932,NBA,moneyline,Selection_932,5.0,6.8,130,135,1,2024-03-29 09:20:03.202134752
933,MLB,over_under,Selection_933,0.9,3.3,-115,-120,0,2024-03-29 21:01:19.252835224
934,NHL,player_prop,Selection_934,1.0,0.7,175,175,0,2024-03-30 08:42:35.303535688
935,NHL,over_under,Selection_935,-4.3,-4.9,175,175,1,2024-03-30 20:23:51.354236160
936,NBA,player_prop,Selection_936,-4.8,-5.2,130,135,1,2024-03-31 08:05:07.404936624
937,NFL,spread,Selection_937,-2.7,-2.8,100,110,1,2024-03-31 19:46:23.455637088
938,NBA,over_under,Selection_938,1.3,0.6,-200,-200,0,2024-04-01 07:27:39.506337560
939,NBA,spread,Selection_939,4.6,3.9,130,130,0,2024-04-01 19:08:55.557038024
940,NFL,over_under,Selection_940,-2.1,-2.6,115,105,0,2024-04-02 06:50:11.607738488
941,NHL,spread,Selection_941,-0.5,1.5,105,110,1,2024-04-02 18:31:27.658438960
942,NHL,player_prop,Selection_942,7.7,7.4,-115,-115,1,2024-04-03 06:12:43.709139424
943,NHL,spread,Selection_943,9.7,9.5,-120,-120,1,2024-04-03 17:53:59.759839888
944,NBA,player_prop,Selection_944,8.0,7.3,-110,-105,0,2024-04-04 05:35:15.810540360
945,NFL,spread,Selection_945,-5.9,-9.0,250,245,0,2024-04-04 17:16:31.861240824
946,NFL,moneyline,Selection_946,-1.8,-2.8,120,115,0,2024-04-05 04:57:47.911941296
947,NFL,spread,Selection_947,2.6,1.0,250,240,1,2024-04-05 16:39:03.962641760
948,MLB,spread,Selection_948,-9.3,-10.7,175,175,0,2024-04-06 04:20:20.013342224
949,NHL,moneyline,Selection_949,-5.9,-5.5,150,140,1,2024-04-06 16:01:36.064042696
950,NFL,player_prop,Selection_950,-4.1,-3.1,105,105,1,2024-04-07 03:42:52.114743160
951,NHL,moneyline,Selection_951,5.3,4.7,-105,-115,0,2024-04-07 15:24:08.165443624
952,NBA,player_prop,Selection_952,3.2,1.2,110,115,1,2024-04-08 03:05:24.216144096
953,NBA,moneyline,Selection_953,8.1,6.3,115,115,1,2024-04-08 14:46:40.266844560
954,NFL,spread,Selection_954,-6.1,-7.4,-175,-185,1,2024-04-09 02:27:56.317545032
955,NFL,over_under,Selection_955,5.7,6.0,110,100,0,2024-04-09 14:09:12.368245496
956,NBA,spread,Selection_956,0.4,-0.9,-200,-200,1,2024-04-10 01:50:28.418945960
957,NFL,spread,Selection_957,4.0,2.8,175,185,0,2024-04-10 13:31:44.469646432
958,NBA,over_under,Selection_958,-0.3,-1.8,-200,-190,1,2024-04-11 01:13:00.520346896
959,NBA,over_under,Selection_959,-4.9,-5.4,-120,-110,1,2024-04-11 12:54:16.571047360
960,NBA,spread,Selection_960,2.8,3.2,110,105,0,2024-04-12 00:35:32.621747832
961,NFL,spread,Selection_961,9.2,8.4,120,120,0,2024-04-12 12:16:48.672448296
962,NBA,moneyline,Selection_962,2.8,2.0,-105,-105,0,2024-04-12 23:58:04.723148768
963,NBA,player_prop,Selection_963,5.0,1.6,-110,-110,1,2024-04-13 11:39:20.773849232
964,NFL,player_prop,Selection_964,-5.0,-8.0,-115,-115,0,2024-04-13 23:20:36.824549696
965,MLB,moneyline,Selection_965,-8.2,-6.4,120,110,1,2024-04-14 11:01:52.875250168
966,NBA,moneyline,Selection_966,-1.2,-0.9,-115,-120,1,2024-04-14 22:43:08.925950632
967,NFL,spread,Selection_967,-0.9,-1.1,-250,-245,1,2024-04-15 10:24:24.976651096
968,NBA,player_prop,Selection_968,-9.6,-10.7,175,170,1,2024-04-15 22:05:41.027351568
969,MLB,player_prop,Selection_969,4.6,3.1,200,205,0,2024-04-16 09:46:57.078052032
970,NFL,moneyline,Selection_970,2.5,4.8,-250,-250,1,2024-04-16 21:28:13.128752504
971,NBA,over_under,Selection_971,-4.2,-5.8,-150,-160,1,2024-04-17 09:09:29.179452968
972,NFL,moneyline,Selection_972,-9.7,-9.9,-105,-95,0,2024-04-17 20:50:45.230153432
973,NBA,spread,Selection_973,3.2,1.0,-150,-160,0,2024-04-18 08:32:01.280853904
974,NBA,player_prop,Selection_974,-7.0,-6.2,250,255,0,2024-04-18 20:13:17.331554368
975,NFL,moneyline,Selection_975,-1.2,-4.0,-115,-115,1,2024-04-19 07:54:33.382254832
976,NBA,moneyline,Selection_976,-4.5,-3.9,-150,-155,0,2024-04-19 19:35:49.432955304
977,NBA,moneyline,Selection_977,8.7,8.6,-175,-175,1,2024-04-20 07:17:05.483655768
978,NFL,moneyline,Selection_978,-7.6,-4.6,110,100,0,2024-04-20 18:58:21.534356240
979,NFL,moneyline,Selection_979,5.0,5.2,175,180,1,2024-04-21 06:39:37.585056704
980,NFL,moneyline,Selection_980,-5.7,-3.4,-130,-135,1,2024-04-21 18:20:53.635757168
981,MLB,spread,Selection_981,8.2,7.2,-120,-120,1,2024-04-22 06:02:09.686457640
982,NBA,moneyline,Selection_982,1.6,3.4,-175,-185,0,2024-04-22 17:43:25.737158104
983,NFL,over_under,Selection_983,8.1,9.7,-250,-255,1,2024-04-23 05:24:41.787858568
984,NBA,player_prop,Selection_984,-5.1,-5.2,-105,-110,1,2024-04-23 17:05:57.838559040
985,NBA,over_under,Selection_985,-4.5,-6.4,175,165,0,2024-04-24 04:47:13.889259504
986,NBA,over_under,Selection_986,-4.1,-1.1,250,245,0,2024-04-24 16:28:29.939959968
987,MLB,moneyline,Selection_987,-4.9,-5.8,110,120,1,2024-04-25 04:09:45.990660440
988,MLB,spread,Selection_988,-5.0,-6.0,150,155,0,2024-04-25 15:51:02.041360904
989,NHL,moneyline,Selection_989,3.3,2.0,105,100,0,2024-04-26 03:32:18.092061376
990,NBA,player_prop,Selection_990,5.6,5.0,200,190,1,2024-04-26 15:13:34.142761840
991,NHL,player_prop,Selection_991,-9.9,-5.2,-115,-125,1,2024-04-27 02:54:50.193462304
992,NFL,moneyline,Selection_992,0.9,0.7,-200,-200,0,2024-04-27 14:36:06.244162776
993,NBA,over_under,Selection_993,2.0,-0.0,100,95,1,2024-04-28 02:17:22.294863240
994,NBA,spread,Selection_994,1.8,2.5,150,150,0,2024-04-28 13:58:38.345563704
995,NFL,spread,Selection_995,-2.9,-2.7,-130,-130,0,2024-04-29 01:39:54.396264176
996,NHL,moneyline,Selection_996,-6.0,-5.5,100,90,1,2024-04-29 13:21:10.446964640
997,NBA,over_under,Selection_997,7.6,8.3,200,200,1,2024-04-30 01:02:26.497665112
998,NFL,moneyline,Selection_998,-0.6,0.1,-200,-190,1,2024-04-30 12:43:42.548365576
999,NBA,over_under,Selection_999,-5.0,-5.3,250,250,0,2024-05-01 00:24:58.599066040
1000,NBA,over_under,Selection_1000,-2.3,-1.9,150,160,0,2024-05-01 12:06:14.649766512
1001,NBA,moneyline,Selection_1001,3.1,2.2,-130,-130,1,2024-05-01 23:47:30.700466976
1002,NFL,moneyline,Selection_1002,-6.3,-4.9,175,175,1,2024-05-02 11:28:46.751167440
1003,NHL,player_prop,Selection_1003,-5.7,-8.7,-250,-250,0,2024-05-02 23:10:02.801867912
1004,NBA,spread,Selection_1004,9.0,10.0,105,115,1,2024-05-03 10:51:18.852568376
1005,NBA,over_under,Selection_1005,-6.9,-6.3,-150,-155,0,2024-05-03 22:32:34.903268848
1006,NFL,spread,Selection_1006,2.8,6.1,175,180,1,2024-05-04 10:13:50.953969312
1007,NHL,over_under,Selection_1007,1.2,0.4,175,165,0,2024-05-04 21:55:07.004669776
1008,MLB,over_under,Selection_1008,9.0,7.8,-110,-105,1,2024-05-05 09:36:23.055370248
1009,NBA,moneyline,Selection_1009,-7.8,-5.9,150,145,0,2024-05-05 21:17:39.106070712
1010,NBA,moneyline,Selection_1010,9.9,9.1,115,110,1,2024-05-06 08:58:55.156771176
1011,NBA,spread,Selection_1011,7.1,8.4,175,180,1,2024-05-06 20:40:11.207471648
1012,NFL,spread,Selection_1012,4.5,4.3,-110,-110,1,2024-05-07 08:21:27.258172112
1013,NFL,over_under,Selection_1013,1.4,0.9,-200,-200,0,2024-05-07 20:02:43.308872584
1014,MLB,spread,Selection_1014,-4.1,-6.6,-115,-120,0,2024-05-08 07:43:59.359573048
1015,MLB,moneyline,Selection_1015,-1.9,-1.5,-150,-145,0,2024-05-08 19:25:15.410273512
1016,MLB,player_prop,Selection_1016,-8.9,-10.2,250,250,0,2024-05-09 07:06:31.460973984
1017,NBA,over_under,Selection_1017,6.2,7.2,-120,-110,0,2024-05-09 18:47:47.511674448
1018,NBA,player_prop,Selection_1018,-5.0,-8.7,-105,-115,0,2024-05-10 06:29:03.562374912
1019,NFL,moneyline,Selection_1019,4.1,5.3,-120,-110,1,2024-05-10 18:10:19.613075384
1020,NFL,over_under,Selection_1020,9.2,9.1,-115,-115,1,2024-05-11 05:51:35.663775848
1021,MLB,spread,Selection_1021,-2.9,-3.7,110,110,0,2024-05-11 17:32:51.714476320
1022,NFL,over_under,Selection_1022,-0.5,-2.3,175,175,1,2024-05-12 05:14:07.765176784
1023,NBA,over_under,Selection_1023,-7.0,-7.3,130,135,1,2024-05-12 16:55:23.815877248
1024,NBA,spread,Selection_1024,7.8,6.2,-105,-115,1,2024-05-13 04:36:39.866577720
1025,NBA,over_under,Selection_1025,9.0,11.0,130,130,0,2024-05-13 16:17:55.917278184
1026,NFL,moneyline,Selection_1026,1.2,1.7,-250,-260,0,2024-05-14 03:59:11.967978648
1027,MLB,over_under,Selection_1027,-0.7,-0.4,110,100,1,2024-05-14 15:40:28.018679120
1028,NFL,spread,Selection_1028,-5.9,-5.5,100,100,1,2024-05-15 03:21:44.069379584
1029,NFL,over_under,Selection_1029,7.8,9.5,-250,-250,0,2024-05-15 15:03:00.120080048
1030,NBA,spread,Selection_1030,4.6,3.9,-130,-130,0,2024-05-16 02:44:16.170780520
1031,NFL,player_prop,Selection_1031,-2.5,-4.2,110,105,1,2024-05-16 14:25:32.221480984
1032,NBA,over_under,Selection_1032,-5.1,-3.8,-110,-115,0,2024-05-17 02:06:48.272181456
1033,NHL,over_under,Selection_1033,-2.8,-4.3,-105,-105,0,2024-05-17 13:48:04.322881920
1034,NFL,moneyline,Selection_1034,7.9,9.2,100,110,1,2024-05-18 01:29:20.373582384
1035,NBA,spread,Selection_1035,2.6,4.4,-120,-130,0,2024-05-18 13:10:36.424282856
1036,NBA,moneyline,Selection_1036,8.1,6.4,-105,-105,0,2024-05-19 00:51:52.474983320
1037,MLB,player_prop,Selection_1037,-1.3,-2.2,110,110,0,2024-05-19 12:33:08.525683784
1038,NBA,over_under,Selection_1038,9.7,11.6,-120,-125,0,2024-05-20 00:14:24.576384256
1039,NBA,moneyline,Selection_1039,-9.8,-9.1,115,115,1,2024-05-20 11:55:40.627084720
1040,NBA,moneyline,Selection_1040,5.5,7.0,-110,-110,1,2024-05-20 23:36:56.677785192
1041,NBA,spread,Selection_1041,9.0,5.5,-250,-255,1,2024-05-21 11:18:12.728485656
1042,NBA,player_prop,Selection_1042,5.4,2.5,250,250,1,2024-05-21 22:59:28.779186120
1043,NBA,over_under,Selection_1043,7.2,6.7,-130,-130,0,2024-05-22 10:40:44.829886592
1044,NFL,player_prop,Selection_1044,3.5,0.8,-250,-255,0,2024-05-22 22:22:00.880587056
1045,NFL,player_prop,Selection_1045,-8.5,-10.4,175,185,1,2024-05-23 10:03:16.931287520
1046,MLB,spread,Selection_1046,0.4,-2.6,-130,-120,1,2024-05-23 21:44:32.981987992
1047,NBA,spread,Selection_1047,-4.6,-4.1,-250,-250,0,2024-05-24 09:25:49.032688456
1048,NBA,moneyline,Selection_1048,3.5,4.2,-150,-150,1,2024-05-24 21:07:05.083388928
1049,NBA,player_prop,Selection_1049,-0.3,-0.7,-250,-240,1,2024-05-25 08:48:21.134089392
1050,NHL,moneyline,Selection_1050,2.4,2.6,-105,-105,0,2024-05-25 20:29:37.184789856
1051,NBA,over_under,Selection_1051,0.2,3.9,200,190,1,2024-05-26 08:10:53.235490328
1052,NHL,player_prop,Selection_1052,5.3,7.6,-120,-120,0,2024-05-26 19:52:09.286190792
1053,NBA,spread,Selection_1053,0.3,-1.4,-250,-250,1,2024-05-27 07:33:25.336891256
1054,NHL,moneyline,Selection_1054,2.0,2.3,105,105,0,2024-05-27 19:14:41.387591728
1055,NHL,over_under,Selection_1055,-4.9,-2.9,-150,-140,1,2024-05-28 06:55:57.438292192
1056,MLB,moneyline,Selection_1056,-7.9,-7.9,115,105,0,2024-05-28 18:37:13.488992664
1057,NHL,over_under,Selection_1057,7.8,7.2,100,110,1,2024-05-29 06:18:29.539693128
1058,NBA,spread,Selection_1058,2.2,2.6,105,105,1,2024-05-29 17:59:45.590393592
1059,MLB,spread,Selection_1059,-7.1,-4.8,150,150,1,2024-05-30 05:41:01.641094064
1060,MLB,moneyline,Selection_1060,-7.6,-7.3,-200,-200,1,2024-05-30 17:22:17.691794528
1061,NFL,over_under,Selection_1061,-3.0,-2.3,200,200,0,2024-05-31 05:03:33.742494992
1062,MLB,player_prop,Selection_1062,4.9,2.6,200,190,0,2024-05-31 16:44:49.793195464
1063,NFL,spread,Selection_1063,3.6,3.6,-110,-120,0,2024-06-01 04:26:05.843895928
1064,NFL,over_under,Selection_1064,1.3,1.6,200,200,0,2024-06-01 16:07:21.894596400
1065,NFL,over_under,Selection_1065,-2.9,-2.3,-105,-95,1,2024-06-02 03:48:37.945296864
1066,MLB,player_prop,Selection_1066,5.2,6.8,130,130,1,2024-06-02 15:29:53.995997328
1067,MLB,moneyline,Selection_1067,2.7,-1.2,100,100,1,2024-06-03 03:11:10.046697800
1068,NBA,spread,Selection_1068,-4.6,-4.1,120,130,0,2024-06-03 14:52:26.097398264
1069,NBA,moneyline,Selection_1069,-9.3,-8.2,-105,-105,1,2024-06-04 02:33:42.148098728
1070,NBA,player_prop,Selection_1070,5.1,4.5,120,120,0,2024-06-04 14:14:58.198799200
1071,NFL,moneyline,Selection_1071,3.7,5.1,-110,-120,0,2024-06-05 01:56:14.249499664
1072,NFL,moneyline,Selection_1072,-6.9,-8.3,250,250,0,2024-06-05 13:37:30.300200128
1073,NFL,spread,Selection_1073,0.2,0.5,-130,-125,1,2024-06-06 01:18:46.350900600
1074,NFL,spread,Selection_1074,9.2,8.4,115,125,1,2024-06-06 13:00:02.401601064
1075,NBA,moneyline,Selection_1075,-6.4,-6.9,-130,-130,1,2024-06-07 00:41:18.452301536
1076,NBA,moneyline,Selection_1076,-7.0,-8.1,200,210,1,2024-06-07 12:22:34.503002000
1077,NFL,spread,Selection_1077,1.5,1.3,100,90,0,2024-06-08 00:03:50.553702464
1078,MLB,player_prop,Selection_1078,-2.2,-2.7,130,130,1,2024-06-08 11:45:06.604402936
1079,NHL,spread,Selection_1079,-6.2,-6.8,-250,-250,0,2024-06-08 23:26:22.655103400
1080,NFL,moneyline,Selection_1080,-0.1,0.9,-150,-150,1,2024-06-09 11:07:38.705803864
1081,NBA,moneyline,Selection_1081,-4.1,-3.0,110,100,1,2024-06-09 22:48:54.756504336
1082,NHL,player_prop,Selection_1082,-7.9,-9.1,-175,-185,1,2024-06-10 10:30:10.807204800
1083,NBA,moneyline,Selection_1083,5.4,3.6,-105,-105,0,2024-06-10 22:11:26.857905272
1084,NFL,player_prop,Selection_1084,-5.1,-5.2,105,110,0,2024-06-11 09:52:42.908605736
1085,MLB,moneyline,Selection_1085,-9.5,-7.2,-105,-110,1,2024-06-11 21:33:58.959306200
1086,NHL,spread,Selection_1086,-2.0,-2.3,-150,-160,1,2024-06-12 09:15:15.010006672
1087,NBA,spread,Selection_1087,-3.9,-2.9,175,175,1,2024-06-12 20:56:31.060707136
1088,NBA,player_prop,Selection_1088,8.7,7.7,105,100,1,2024-06-13 08:37:47.111407600
1089,NBA,over_under,Selection_1089,-6.1,-7.5,-175,-180,0,2024-06-13 20:19:03.162108072
1090,NFL,spread,Selection_1090,-9.5,-11.8,-115,-125,1,2024-06-14 08:00:19.212808536
1091,NFL,moneyline,Selection_1091,5.8,6.5,200,190,0,2024-06-14 19:41:35.263509008
1092,NBA,over_under,Selection_1092,6.9,8.2,150,150,0,2024-06-15 07:22:51.314209472
1093,NBA,spread,Selection_1093,4.4,5.6,130,130,0,2024-06-15 19:04:07.364909936
1094,NFL,spread,Selection_1094,-4.1,-4.2,-105,-105,0,2024-06-16 06:45:23.415610408
1095,NBA,spread,Selection_1095,0.8,0.8,110,100,0,2024-06-16 18:26:39.466310872
1096,NBA,spread,Selection_1096,2.4,2.3,120,120,0,2024-06-17 06:07:55.517011336
1097,NHL,moneyline,Selection_1097,1.1,1.4,-110,-110,1,2024-06-17 17:49:11.567711808
1098,NBA,moneyline,Selection_1098,4.5,2.6,-110,-115,1,2024-06-18 05:30:27.618412272
1099,NBA,spread,Selection_1099,-1.3,-3.0,-175,-175,0,2024-06-18 17:11:43.669112744
1100,NFL,over_under,Selection_1100,1.2,1.3,200,210,1,2024-06-19 04:52:59.719813208
1101,NFL,over_under,Selection_1101,-0.6,-0.5,-200,-190,0,2024-06-19 16:34:15.770513672
1102,NFL,moneyline,Selection_1102,6.1,7.5,150,145,1,2024-06-20 04:15:31.821214144
1103,NFL,spread,Selection_1103,8.9,5.0,-115,-115,0,2024-06-20 15:56:47.871914608
1104,MLB,spread,Selection_1104,8.8,8.6,-130,-140,0,2024-06-21 03:38:03.922615072
1105,NHL,moneyline,Selection_1105,-0.8,-2.1,120,120,1,2024-06-21 15:19:19.973315544
1106,NBA,player_prop,Selection_1106,-1.2,-1.5,250,250,1,2024-06-22 03:00:36.024016008
1107,NBA,spread,Selection_1107,-8.8,-11.6,100,110,1,2024-06-22 14:41:52.074716480
1108,NFL,over_under,Selection_1108,1.3,1.1,200,210,0,2024-06-23 02:23:08.125416944
1109,NFL,moneyline,Selection_1109,3.0,2.6,175,165,1,2024-06-23 14:04:24.176117408
1110,MLB,player_prop,Selection_1110,-4.9,-1.5,-110,-110,1,2024-06-24 01:45:40.226817880
1111,NFL,spread,Selection_1111,7.2,10.2,150,150,0,2024-06-24 13:26:56.277518344
1112,NFL,over_under,Selection_1112,9.4,8.1,110,110,1,2024-06-25 01:08:12.328218808
1113,NFL,spread,Selection_1113,-3.0,-3.2,150,145,1,2024-06-25 12:49:28.378919280
1114,NFL,over_under,Selection_1114,5.4,6.8,200,200,1,2024-06-26 00:30:44.429619744
1115,MLB,player_prop,Selection_1115,-1.6,-3.5,-250,-250,1,2024-06-26 12:12:00.480320208
1116,NFL,spread,Selection_1116,2.4,-1.0,-115,-120,0,2024-06-26 23:53:16.531020680
1117,NBA,player_prop,Selection_1117,-5.6,-7.2,115,120,1,2024-06-27 11:34:32.581721144
1118,NBA,over_under,Selection_1118,5.0,4.8,115,115,0,2024-06-27 23:15:48.632421616
1119,NBA,spread,Selection_1119,3.1,3.2,150,150,1,2024-06-28 10:57:04.683122080
1120,NBA,spread,Selection_1120,2.4,2.0,-200,-200,0,2024-06-28 22:38:20.733822544
1121,MLB,over_under,Selection_1121,9.7,9.6,-110,-100,1,2024-06-29 10:19:36.784523016
1122,NFL,spread,Selection_1122,0.5,-0.7,-130,-130,1,2024-06-29 22:00:52.835223480
1123,NHL,spread,Selection_1123,-6.2,-5.9,-200,-200,1,2024-06-30 09:42:08.885923944
1124,MLB,moneyline,Selection_1124,-1.6,0.2,-110,-110,1,2024-06-30 21:23:24.936624416
1125,NBA,player_prop,Selection_1125,7.7,6.6,-105,-100,0,2024-07-01 09:04:40.987324880
1126,NBA,moneyline,Selection_1126,-9.4,-9.7,-105,-95,0,2024-07-01 20:45:57.038025352
1127,MLB,spread,Selection_1127,0.8,2.4,-175,-175,1,2024-07-02 08:27:13.088725816
1128,NFL,moneyline,Selection_1128,-3.7,-3.8,175,175,1,2024-07-02 20:08:29.139426280
1129,NFL,spread,Selection_1129,8.4,7.9,-200,-210,1,2024-07-03 07:49:45.190126752
