entry_id,user_id,contest_id,lineup,total_score,payout,entry_time,rank
1492,58,390,"[6, 14, 116, 184, 240, 372, 433, 490]",201.6,549.97,2024-06-28 11:41:37.848924464,65
1493,162,218,"[14, 28, 158, 230, 281, 357, 405, 409]",189.5,265.98,2024-06-28 20:27:29.624812408,77
1494,107,108,"[15, 45, 151, 298, 317, 320, 396, 499]",155.5,224.53,2024-06-29 05:13:21.400700352,42
1495,289,819,"[142, 159, 163, 281, 399, 428, 451, 468]",236.8,118.72,2024-06-29 13:59:13.176588296,22
1496,186,550,"[65, 253, 300, 307, 323, 369, 410, 431]",132.0,152.11,2024-06-29 22:45:04.952476240,57
1497,46,907,"[33, 127, 155, 169, 299, 386, 439, 472]",182.6,327.45,2024-06-30 07:30:56.728364184,59
1498,129,948,"[37, 52, 78, 158, 252, 262, 388, 443]",161.4,213.96,2024-06-30 16:16:48.504252128,30
1499,87,349,"[71, 102, 136, 139, 264, 379, 427, 485]",142.8,0.0,2024-07-01 01:02:40.280140072,57
1500,249,788,"[2, 9, 130, 133, 220, 249, 329, 466]",259.0,399.32,2024-07-01 09:48:32.056028016,37
1501,257,522,"[68, 188, 286, 311, 312, 355, 390, 448]",174.6,276.28,2024-07-01 18:34:23.831915960,29
1502,277,26,"[85, 296, 314, 352, 368, 370, 409, 448]",223.0,248.09,2024-07-02 03:20:15.607803904,89
1503,278,48,"[46, 48, 54, 95, 119, 207, 232, 370]",244.3,0.0,2024-07-02 12:06:07.383691848,84
1504,4,859,"[34, 111, 279, 288, 296, 324, 343, 478]",162.5,476.33,2024-07-02 20:51:59.159579792,98
1505,65,370,"[95, 110, 170, 211, 260, 403, 411, 424]",197.7,337.41,2024-07-03 05:37:50.935467736,34
1506,202,14,"[185, 318, 336, 354, 374, 390, 443, 454]",186.8,244.44,2024-07-03 14:23:42.711355680,88
1507,63,612,"[102, 133, 174, 183, 343, 385, 425, 429]",165.7,0.0,2024-07-03 23:09:34.487243624,53
1508,143,187,"[318, 350, 353, 360, 418, 428, 445, 500]",239.8,229.85,2024-07-04 07:55:26.263131568,69
1509,244,524,"[23, 28, 128, 183, 197, 289, 321, 433]",208.9,0.0,2024-07-04 16:41:18.039019512,28
1510,292,884,"[56, 256, 269, 396, 399, 426, 439, 500]",207.0,126.62,2024-07-05 01:27:09.814907456,37
1511,285,891,"[12, 104, 116, 181, 225, 333, 421, 429]",175.7,0.0,2024-07-05 10:13:01.590795400,5
1512,180,279,"[39, 52, 91, 123, 243, 295, 384, 389]",213.2,0.0,2024-07-05 18:58:53.366683344,32
1513,174,341,"[123, 136, 137, 167, 203, 317, 423, 425]",241.2,0.0,2024-07-06 03:44:45.142571288,76
1514,111,328,"[64, 76, 139, 187, 192, 203, 349, 424]",183.9,238.31,2024-07-06 12:30:36.918459232,21
1515,175,679,"[19, 112, 173, 218, 249, 356, 472, 496]",185.5,0.0,2024-07-06 21:16:28.694347176,19
1516,153,634,"[46, 47, 179, 200, 299, 309, 332, 396]",163.6,239.31,2024-07-07 06:02:20.470235120,52
1517,217,905,"[72, 143, 192, 350, 430, 463, 476, 494]",233.1,0.0,2024-07-07 14:48:12.246123064,98
1518,297,984,"[41, 98, 180, 241, 268, 349, 398, 490]",212.6,202.91,2024-07-07 23:34:04.022011008,55
1519,240,607,"[65, 112, 123, 164, 272, 302, 404, 471]",157.9,0.0,2024-07-08 08:19:55.797898952,70
1520,226,25,"[61, 105, 129, 180, 290, 317, 426, 497]",196.6,520.06,2024-07-08 17:05:47.573786896,6
1521,186,529,"[48, 49, 61, 160, 239, 377, 402, 456]",152.1,429.01,2024-07-09 01:51:39.349674840,84
1522,48,426,"[9, 39, 231, 279, 284, 422, 478, 499]",209.6,0.0,2024-07-09 10:37:31.125562784,92
1523,208,29,"[42, 101, 191, 222, 331, 388, 390, 404]",218.7,0.0,2024-07-09 19:23:22.901450728,53
1524,157,956,"[163, 216, 261, 271, 347, 407, 428, 487]",206.5,522.32,2024-07-10 04:09:14.677338672,29
1525,225,323,"[52, 61, 109, 147, 226, 333, 426, 430]",158.1,368.68,2024-07-10 12:55:06.453226616,5
1526,144,853,"[43, 134, 293, 419, 428, 430, 432, 475]",151.4,349.81,2024-07-10 21:40:58.229114560,10
1527,111,313,"[62, 110, 275, 336, 349, 460, 490, 499]",245.3,202.62,2024-07-11 06:26:50.005002504,98
1528,132,584,"[86, 118, 244, 324, 349, 365, 407, 469]",149.9,238.44,2024-07-11 15:12:41.780890448,4
1529,113,270,"[97, 120, 122, 191, 243, 299, 426, 479]",132.7,0.0,2024-07-11 23:58:33.556778392,95
1530,89,762,"[168, 283, 337, 338, 341, 361, 414, 447]",146.4,401.92,2024-07-12 08:44:25.332666336,65
1531,161,295,"[44, 53, 157, 192, 219, 253, 268, 428]",226.8,0.0,2024-07-12 17:30:17.108554280,22
1532,75,656,"[23, 117, 186, 194, 283, 302, 421, 494]",133.6,374.04,2024-07-13 02:16:08.884442224,66
1533,281,786,"[19, 114, 117, 272, 285, 305, 384, 421]",205.0,545.57,2024-07-13 11:02:00.660330168,33
1534,7,223,"[49, 64, 89, 114, 153, 309, 345, 425]",172.2,0.0,2024-07-13 19:47:52.436218112,94
1535,113,75,"[13, 64, 194, 240, 376, 378, 416, 499]",229.6,0.0,2024-07-14 04:33:44.212106056,4
1536,36,102,"[42, 75, 85, 216, 326, 384, 431, 449]",195.6,356.85,2024-07-14 13:19:35.987994000,95
1537,266,532,"[22, 103, 175, 189, 213, 310, 396, 495]",180.0,0.0,2024-07-14 22:05:27.763881944,15
1538,113,629,"[102, 112, 131, 146, 304, 307, 340, 482]",216.7,0.0,2024-07-15 06:51:19.539769888,38
1539,292,686,"[71, 78, 102, 153, 208, 290, 425, 451]",166.5,0.0,2024-07-15 15:37:11.315657832,3
1540,223,885,"[60, 64, 103, 204, 294, 318, 351, 367]",155.4,464.22,2024-07-16 00:23:03.091545776,94
1541,211,173,"[18, 133, 211, 235, 251, 338, 383, 419]",167.6,0.0,2024-07-16 09:08:54.867433720,37
1542,18,4,"[187, 195, 198, 261, 280, 308, 337, 349]",213.2,562.28,2024-07-16 17:54:46.643321664,78
1543,241,852,"[95, 137, 176, 230, 272, 291, 378, 473]",134.7,0.0,2024-07-17 02:40:38.419209608,33
1544,134,479,"[144, 168, 197, 246, 273, 387, 458, 495]",237.5,0.0,2024-07-17 11:26:30.195097552,26
1545,220,660,"[79, 192, 193, 260, 296, 321, 356, 473]",213.1,247.67,2024-07-17 20:12:21.970985496,88
1546,102,395,"[92, 182, 305, 310, 313, 404, 463, 485]",125.1,0.0,2024-07-18 04:58:13.746873440,79
1547,140,626,"[30, 182, 216, 276, 302, 421, 426, 443]",162.7,315.51,2024-07-18 13:44:05.522761384,56
1548,169,833,"[71, 77, 109, 148, 195, 396, 398, 438]",126.8,70.38,2024-07-18 22:29:57.298649328,37
1549,191,914,"[41, 160, 216, 249, 325, 362, 448, 460]",141.9,148.47,2024-07-19 07:15:49.074537272,14
1550,25,167,"[5, 161, 245, 273, 344, 379, 391, 401]",97.6,0.0,2024-07-19 16:01:40.850425216,61
1551,33,300,"[22, 64, 116, 121, 234, 270, 425, 485]",182.0,147.42,2024-07-20 00:47:32.626313160,16
1552,6,993,"[58, 84, 103, 124, 202, 216, 255, 352]",166.2,0.0,2024-07-20 09:33:24.402201104,72
1553,194,118,"[93, 110, 148, 241, 277, 326, 380, 492]",193.1,102.04,2024-07-20 18:19:16.178089048,28
1554,230,512,"[26, 106, 164, 225, 318, 324, 476, 478]",168.2,0.0,2024-07-21 03:05:07.953976992,79
1555,137,612,"[95, 105, 111, 258, 267, 282, 406, 475]",124.1,79.24,2024-07-21 11:50:59.729864936,28
1556,216,786,"[26, 170, 308, 313, 316, 343, 349, 499]",185.8,0.0,2024-07-21 20:36:51.505752880,3
1557,183,175,"[1, 57, 72, 157, 219, 372, 394, 408]",113.5,313.42,2024-07-22 05:22:43.281640824,79
1558,168,159,"[42, 88, 120, 261, 289, 331, 403, 441]",130.6,103.24,2024-07-22 14:08:35.057528768,98
1559,282,384,"[9, 16, 74, 164, 355, 370, 374, 385]",256.6,336.51,2024-07-22 22:54:26.833416712,30
1560,38,227,"[64, 135, 187, 301, 317, 358, 394, 444]",185.8,0.0,2024-07-23 07:40:18.609304656,96
1561,163,935,"[128, 160, 206, 263, 267, 280, 414, 444]",199.3,217.61,2024-07-23 16:26:10.385192600,50
1562,142,38,"[9, 21, 45, 108, 238, 241, 273, 465]",186.3,304.99,2024-07-24 01:12:02.161080544,33
1563,248,463,"[13, 97, 133, 210, 274, 301, 315, 410]",167.6,0.0,2024-07-24 09:57:53.936968488,50
1564,103,431,"[5, 77, 108, 124, 188, 316, 340, 368]",159.6,211.04,2024-07-24 18:43:45.712856432,40
1565,199,710,"[21, 34, 49, 230, 264, 315, 402, 487]",258.2,0.0,2024-07-25 03:29:37.488744376,31
1566,200,648,"[11, 16, 44, 162, 269, 331, 424, 485]",179.9,334.02,2024-07-25 12:15:29.264632320,14
1567,42,104,"[2, 167, 243, 256, 265, 286, 345, 413]",165.0,0.0,2024-07-25 21:01:21.040520264,24
1568,147,982,"[42, 96, 164, 198, 244, 248, 406, 422]",229.1,592.12,2024-07-26 05:47:12.816408208,74
1569,66,193,"[111, 161, 186, 295, 441, 456, 491, 493]",234.4,0.0,2024-07-26 14:33:04.592296152,8
1570,193,250,"[16, 106, 130, 210, 230, 279, 319, 381]",173.2,0.0,2024-07-26 23:18:56.368184096,71
1571,298,13,"[39, 157, 168, 176, 300, 402, 435, 482]",210.8,0.0,2024-07-27 08:04:48.144072040,4
1572,38,567,"[27, 31, 183, 253, 355, 365, 383, 472]",179.9,0.0,2024-07-27 16:50:39.919959984,18
1573,141,856,"[16, 203, 214, 220, 255, 368, 479, 495]",210.7,140.44,2024-07-28 01:36:31.695847928,57
1574,106,597,"[52, 60, 83, 166, 262, 273, 402, 491]",189.7,0.0,2024-07-28 10:22:23.471735872,27
1575,152,621,"[102, 135, 179, 207, 220, 308, 330, 373]",143.4,0.0,2024-07-28 19:08:15.247623816,55
1576,38,555,"[46, 124, 151, 162, 227, 256, 264, 327]",175.7,0.0,2024-07-29 03:54:07.023511760,71
1577,97,388,"[11, 24, 108, 260, 406, 408, 461, 465]",119.0,66.47,2024-07-29 12:39:58.799399704,88
1578,108,71,"[148, 154, 276, 349, 397, 436, 444, 489]",170.7,404.31,2024-07-29 21:25:50.575287648,33
1579,119,956,"[63, 197, 306, 314, 408, 421, 423, 453]",155.9,86.33,2024-07-30 06:11:42.351175592,92
1580,151,780,"[54, 116, 189, 242, 256, 330, 334, 491]",174.6,267.35,2024-07-30 14:57:34.127063536,50
1581,74,571,"[49, 50, 155, 235, 377, 391, 410, 488]",208.8,0.0,2024-07-30 23:43:25.902951480,12
1582,57,973,"[88, 238, 293, 303, 347, 428, 430, 496]",196.6,0.0,2024-07-31 08:29:17.678839424,19
1583,252,438,"[101, 135, 167, 227, 260, 294, 364, 450]",111.9,138.47,2024-07-31 17:15:09.454727368,78
1584,292,44,"[60, 73, 135, 192, 237, 275, 290, 294]",153.6,0.0,2024-08-01 02:01:01.230615312,83
1585,255,272,"[12, 14, 111, 131, 161, 457, 485, 495]",137.1,386.68,2024-08-01 10:46:53.006503256,63
1586,254,902,"[26, 168, 206, 221, 263, 274, 429, 480]",166.1,332.61,2024-08-01 19:32:44.782391200,70
1587,259,14,"[3, 43, 74, 269, 395, 421, 438, 483]",206.3,0.0,2024-08-02 04:18:36.558279144,77
1588,270,371,"[3, 269, 310, 315, 350, 356, 464, 483]",164.2,213.5,2024-08-02 13:04:28.334167088,77
1589,34,112,"[80, 173, 314, 318, 338, 358, 415, 465]",226.8,0.0,2024-08-02 21:50:20.110055032,14
1590,238,379,"[36, 143, 178, 281, 322, 325, 462, 486]",180.3,132.04,2024-08-03 06:36:11.885942976,55
1591,179,314,"[44, 45, 135, 176, 252, 286, 296, 338]",163.1,0.0,2024-08-03 15:22:03.661830920,67
1592,104,415,"[47, 51, 129, 170, 264, 289, 366, 485]",128.7,325.34,2024-08-04 00:07:55.437718864,45
1593,29,740,"[2, 13, 27, 52, 113, 296, 421, 451]",168.3,400.4,2024-08-04 08:53:47.213606808,36
1594,227,485,"[12, 27, 66, 100, 119, 251, 255, 370]",157.7,233.58,2024-08-04 17:39:38.989494752,7
1595,232,169,"[127, 374, 376, 378, 394, 431, 435, 489]",147.7,100.52,2024-08-05 02:25:30.765382696,92
1596,117,888,"[8, 67, 132, 147, 224, 230, 340, 434]",211.3,131.03,2024-08-05 11:11:22.541270640,18
1597,207,803,"[20, 57, 81, 190, 226, 256, 370, 458]",179.9,0.0,2024-08-05 19:57:14.317158584,48
1598,185,246,"[7, 164, 229, 252, 255, 305, 384, 479]",205.3,584.25,2024-08-06 04:43:06.093046528,75
1599,138,266,"[8, 30, 34, 65, 82, 242, 478, 500]",201.4,0.0,2024-08-06 13:28:57.868934472,73
1600,164,849,"[5, 23, 66, 205, 219, 333, 354, 360]",231.0,126.8,2024-08-06 22:14:49.644822416,60
1601,75,243,"[4, 152, 178, 257, 277, 337, 411, 499]",196.8,575.81,2024-08-07 07:00:41.420710360,92
1602,233,670,"[32, 70, 83, 173, 304, 360, 387, 476]",181.8,307.06,2024-08-07 15:46:33.196598304,62
1603,284,300,"[18, 60, 115, 170, 207, 311, 342, 362]",265.0,0.0,2024-08-08 00:32:24.972486248,5
1604,255,951,"[40, 265, 359, 404, 410, 437, 451, 463]",321.3,493.65,2024-08-08 09:18:16.748374192,29
1605,9,327,"[81, 129, 277, 305, 321, 351, 462, 491]",166.5,338.63,2024-08-08 18:04:08.524262136,94
1606,203,530,"[20, 157, 223, 259, 268, 314, 394, 447]",208.6,0.0,2024-08-09 02:50:00.300150080,47
1607,91,595,"[182, 209, 251, 392, 394, 461, 489, 499]",161.4,483.74,2024-08-09 11:35:52.076038024,35
1608,150,847,"[24, 38, 82, 207, 301, 326, 433, 481]",257.2,460.02,2024-08-09 20:21:43.851925968,8
1609,176,743,"[2, 19, 23, 57, 163, 433, 481, 497]",210.8,318.47,2024-08-10 05:07:35.627813912,58
1610,33,342,"[63, 107, 132, 189, 280, 328, 396, 466]",199.3,0.0,2024-08-10 13:53:27.403701856,80
1611,184,765,"[51, 62, 75, 107, 133, 148, 180, 235]",176.6,281.18,2024-08-10 22:39:19.179589792,51
1612,157,679,"[112, 134, 142, 181, 251, 313, 346, 375]",168.2,200.4,2024-08-11 07:25:10.955477736,11
1613,53,554,"[89, 187, 220, 246, 256, 391, 408, 479]",128.8,297.39,2024-08-11 16:11:02.731365680,33
1614,296,249,"[38, 79, 115, 131, 173, 203, 356, 373]",172.8,153.01,2024-08-12 00:56:54.507253624,15
1615,202,760,"[20, 53, 170, 235, 305, 420, 422, 452]",154.3,301.29,2024-08-12 09:42:46.283141568,53
1616,274,950,"[54, 154, 155, 251, 259, 347, 391, 496]",195.9,135.17,2024-08-12 18:28:38.059029512,7
1617,175,380,"[31, 87, 110, 121, 155, 279, 313, 327]",184.8,204.39,2024-08-13 03:14:29.834917456,95
1618,244,798,"[5, 15, 52, 297, 305, 430, 437, 458]",257.2,0.0,2024-08-13 12:00:21.610805400,22
1619,269,532,"[2, 97, 173, 209, 341, 359, 420, 487]",132.1,182.85,2024-08-13 20:46:13.386693344,36
1620,74,894,"[19, 91, 232, 307, 360, 371, 386, 445]",269.2,577.66,2024-08-14 05:32:05.162581288,45
1621,96,864,"[97, 109, 119, 155, 204, 252, 395, 488]",122.4,0.0,2024-08-14 14:17:56.938469232,69
1622,173,381,"[75, 172, 242, 301, 339, 411, 418, 448]",164.5,465.9,2024-08-14 23:03:48.714357176,29
1623,155,42,"[17, 76, 121, 196, 236, 300, 307, 484]",162.5,290.54,2024-08-15 07:49:40.490245120,37
1624,183,345,"[11, 78, 143, 200, 225, 322, 369, 481]",199.0,368.06,2024-08-15 16:35:32.266133064,57
1625,289,599,"[26, 27, 55, 70, 87, 115, 415, 498]",141.1,0.0,2024-08-16 01:21:24.042021008,41
1626,258,261,"[44, 119, 172, 245, 254, 283, 389, 450]",243.4,359.53,2024-08-16 10:07:15.817908952,49
1627,75,306,"[174, 302, 377, 416, 424, 441, 476, 500]",216.2,126.62,2024-08-16 18:53:07.593796896,34
1628,174,809,"[185, 297, 324, 358, 390, 422, 435, 459]",163.5,0.0,2024-08-17 03:38:59.369684840,93
1629,231,862,"[107, 180, 198, 222, 286, 374, 401, 427]",178.2,0.0,2024-08-17 12:24:51.145572784,18
1630,247,240,"[1, 6, 138, 233, 240, 248, 450, 481]",148.0,0.0,2024-08-17 21:10:42.921460728,23
1631,161,679,"[69, 147, 208, 246, 259, 350, 449, 486]",193.1,358.99,2024-08-18 05:56:34.697348672,15
1632,186,313,"[14, 105, 109, 111, 118, 253, 389, 420]",171.5,198.41,2024-08-18 14:42:26.473236616,46
1633,143,731,"[52, 140, 213, 247, 300, 336, 394, 433]",137.4,0.0,2024-08-18 23:28:18.249124560,18
1634,282,441,"[9, 138, 140, 193, 314, 341, 382, 410]",136.8,0.0,2024-08-19 08:14:10.025012504,71
1635,128,933,"[57, 88, 277, 281, 376, 425, 428, 446]",226.1,0.0,2024-08-19 17:00:01.800900448,48
1636,166,903,"[10, 55, 271, 293, 329, 396, 422, 442]",173.7,141.51,2024-08-20 01:45:53.576788392,11
1637,27,133,"[97, 170, 204, 304, 307, 351, 368, 381]",129.6,271.08,2024-08-20 10:31:45.352676336,69
1638,246,719,"[150, 161, 189, 251, 355, 362, 431, 489]",174.1,0.0,2024-08-20 19:17:37.128564280,10
1639,135,51,"[60, 125, 150, 287, 293, 347, 483, 486]",247.6,234.37,2024-08-21 04:03:28.904452224,79
1640,202,618,"[35, 62, 182, 202, 346, 357, 427, 488]",195.8,324.59,2024-08-21 12:49:20.680340168,15
1641,21,392,"[12, 36, 39, 45, 244, 290, 322, 482]",165.9,0.0,2024-08-21 21:35:12.456228112,41
1642,79,696,"[9, 111, 180, 275, 289, 359, 375, 387]",161.5,226.91,2024-08-22 06:21:04.232116056,29
1643,158,713,"[7, 124, 330, 342, 373, 429, 444, 458]",287.4,0.0,2024-08-22 15:06:56.008004000,30
1644,94,523,"[133, 139, 207, 287, 306, 334, 375, 488]",151.1,260.81,2024-08-22 23:52:47.783891944,56
1645,8,766,"[32, 168, 216, 275, 286, 345, 393, 397]",160.8,471.42,2024-08-23 08:38:39.559779888,49
1646,259,508,"[15, 18, 58, 136, 218, 333, 427, 437]",182.8,0.0,2024-08-23 17:24:31.335667832,45
1647,55,662,"[58, 63, 102, 200, 325, 433, 441, 492]",135.0,290.11,2024-08-24 02:10:23.111555776,53
1648,36,354,"[10, 71, 159, 164, 196, 235, 448, 449]",150.5,0.0,2024-08-24 10:56:14.887443720,81
1649,6,867,"[44, 143, 168, 203, 214, 219, 235, 372]",82.0,179.95,2024-08-24 19:42:06.663331664,86
1650,42,973,"[23, 183, 200, 213, 368, 371, 380, 409]",142.2,0.0,2024-08-25 04:27:58.439219608,60
1651,50,395,"[75, 147, 161, 218, 232, 390, 434, 468]",166.9,326.19,2024-08-25 13:13:50.215107552,72
1652,112,956,"[28, 59, 230, 339, 382, 405, 430, 464]",167.1,501.29,2024-08-25 21:59:41.990995496,13
1653,146,96,"[74, 91, 92, 176, 206, 375, 432, 462]",171.4,0.0,2024-08-26 06:45:33.766883440,43
1654,230,106,"[146, 188, 199, 246, 262, 336, 406, 473]",116.1,82.81,2024-08-26 15:31:25.542771384,44
1655,211,655,"[50, 108, 149, 188, 199, 237, 243, 309]",186.1,467.59,2024-08-27 00:17:17.318659328,68
1656,30,678,"[39, 234, 236, 279, 378, 447, 458, 483]",177.9,0.0,2024-08-27 09:03:09.094547272,50
1657,295,513,"[58, 164, 210, 222, 293, 326, 342, 383]",181.4,0.0,2024-08-27 17:49:00.870435216,78
1658,116,558,"[15, 45, 85, 275, 359, 395, 444, 495]",179.8,0.0,2024-08-28 02:34:52.646323160,61
1659,226,242,"[10, 32, 154, 229, 262, 271, 303, 464]",222.8,360.11,2024-08-28 11:20:44.422211104,94
1660,59,856,"[79, 163, 178, 186, 237, 395, 397, 495]",141.8,309.1,2024-08-28 20:06:36.198099048,2
1661,76,939,"[3, 154, 232, 247, 374, 386, 398, 428]",226.9,461.56,2024-08-29 04:52:27.973986992,24
1662,216,488,"[19, 26, 50, 127, 165, 212, 377, 429]",137.2,365.67,2024-08-29 13:38:19.749874936,82
1663,132,790,"[6, 209, 305, 317, 333, 361, 377, 400]",130.0,236.53,2024-08-29 22:24:11.525762880,54
1664,81,515,"[96, 108, 265, 345, 432, 448, 450, 490]",175.6,151.22,2024-08-30 07:10:03.301650824,40
1665,67,654,"[21, 118, 139, 143, 318, 356, 433, 492]",207.1,510.37,2024-08-30 15:55:55.077538768,9
1666,230,898,"[84, 98, 144, 146, 157, 327, 337, 411]",188.7,302.02,2024-08-31 00:41:46.853426712,28
1667,277,61,"[20, 46, 125, 185, 415, 427, 447, 479]",107.6,265.11,2024-08-31 09:27:38.629314656,23
1668,72,416,"[35, 134, 167, 168, 220, 371, 407, 484]",185.4,0.0,2024-08-31 18:13:30.405202600,11
1669,209,294,"[37, 114, 124, 150, 196, 271, 297, 365]",115.7,0.0,2024-09-01 02:59:22.181090544,43
1670,272,737,"[7, 39, 165, 234, 355, 358, 389, 426]",245.0,0.0,2024-09-01 11:45:13.956978488,72
1671,144,302,"[74, 243, 278, 335, 352, 399, 471, 480]",131.5,0.0,2024-09-01 20:31:05.732866432,11
1672,251,170,"[121, 133, 142, 189, 272, 273, 400, 487]",140.3,172.36,2024-09-02 05:16:57.508754376,26
1673,284,646,"[84, 246, 284, 303, 310, 382, 385, 436]",143.0,329.96,2024-09-02 14:02:49.284642320,17
1674,179,41,"[15, 98, 118, 124, 265, 340, 346, 446]",225.6,0.0,2024-09-02 22:48:41.060530264,6
1675,80,231,"[20, 74, 131, 144, 171, 180, 294, 463]",85.2,0.0,2024-09-03 07:34:32.836418208,80
1676,57,409,"[30, 98, 218, 219, 269, 364, 400, 444]",249.8,156.94,2024-09-03 16:20:24.612306152,82
1677,174,738,"[35, 165, 183, 200, 234, 338, 360, 393]",107.0,0.0,2024-09-04 01:06:16.388194096,76
1678,238,651,"[117, 234, 263, 276, 278, 360, 427, 471]",247.0,0.0,2024-09-04 09:52:08.164082040,46
1679,166,622,"[91, 115, 239, 288, 316, 409, 417, 494]",165.6,0.0,2024-09-04 18:37:59.939969984,69
1680,84,997,"[103, 116, 124, 148, 394, 463, 465, 490]",181.9,241.86,2024-09-05 03:23:51.715857928,17
1681,48,297,"[17, 35, 124, 259, 288, 409, 440, 494]",191.7,0.0,2024-09-05 12:09:43.491745872,92
1682,127,455,"[108, 129, 235, 253, 268, 326, 452, 493]",149.2,0.0,2024-09-05 20:55:35.267633816,35
1683,169,57,"[36, 131, 165, 209, 218, 293, 302, 447]",171.1,0.0,2024-09-06 05:41:27.043521760,27
1684,67,942,"[41, 56, 139, 177, 296, 394, 424, 471]",145.9,84.19,2024-09-06 14:27:18.819409704,39
1685,194,635,"[105, 230, 294, 333, 363, 413, 447, 479]",152.9,0.0,2024-09-06 23:13:10.595297648,97
1686,155,240,"[28, 97, 149, 318, 385, 417, 483, 497]",186.3,0.0,2024-09-07 07:59:02.371185592,10
1687,160,598,"[140, 195, 237, 245, 280, 344, 448, 488]",216.3,0.0,2024-09-07 16:44:54.147073536,97
1688,184,176,"[33, 49, 69, 194, 206, 296, 478, 493]",100.4,206.97,2024-09-08 01:30:45.922961480,75
1689,266,63,"[30, 190, 207, 238, 343, 427, 434, 448]",138.6,158.03,2024-09-08 10:16:37.698849424,95
1690,168,551,"[16, 21, 121, 144, 263, 275, 290, 307]",180.4,0.0,2024-09-08 19:02:29.474737368,34
1691,145,138,"[82, 99, 110, 132, 301, 323, 437, 453]",140.5,216.14,2024-09-09 03:48:21.250625312,25
1692,186,981,"[17, 35, 36, 83, 125, 240, 323, 450]",260.8,569.88,2024-09-09 12:34:13.026513256,57
1693,262,454,"[24, 192, 219, 344, 387, 395, 408, 418]",216.9,259.74,2024-09-09 21:20:04.802401200,29
1694,274,753,"[164, 223, 253, 352, 357, 369, 414, 486]",207.5,317.15,2024-09-10 06:05:56.578289144,71
1695,223,449,"[123, 169, 338, 341, 354, 386, 418, 423]",149.7,426.76,2024-09-10 14:51:48.354177088,69
1696,42,226,"[1, 10, 21, 56, 155, 172, 197, 238]",314.3,0.0,2024-09-10 23:37:40.130065032,76
1697,4,443,"[26, 28, 35, 223, 316, 378, 422, 460]",185.2,0.0,2024-09-11 08:23:31.905952976,40
1698,276,206,"[111, 114, 122, 141, 275, 281, 358, 360]",212.1,0.0,2024-09-11 17:09:23.681840920,93
1699,284,676,"[3, 13, 49, 51, 177, 283, 290, 298]",253.1,190.73,2024-09-12 01:55:15.457728864,71
1700,193,27,"[78, 83, 204, 206, 253, 337, 437, 465]",195.9,138.59,2024-09-12 10:41:07.233616808,80
1701,104,457,"[7, 85, 103, 178, 282, 326, 344, 403]",246.1,230.96,2024-09-12 19:26:59.009504752,85
1702,247,695,"[2, 196, 219, 220, 341, 380, 421, 457]",220.4,275.45,2024-09-13 04:12:50.785392696,99
1703,300,710,"[31, 178, 317, 328, 334, 360, 382, 483]",191.1,0.0,2024-09-13 12:58:42.561280640,56
1704,23,991,"[62, 171, 188, 215, 227, 321, 379, 461]",157.9,283.44,2024-09-13 21:44:34.337168584,82
1705,13,849,"[19, 148, 277, 309, 320, 336, 338, 346]",146.9,338.1,2024-09-14 06:30:26.113056528,52
1706,144,949,"[19, 55, 75, 85, 290, 304, 421, 423]",122.9,0.0,2024-09-14 15:16:17.888944472,63
1707,218,107,"[68, 111, 148, 189, 206, 314, 319, 493]",199.0,113.06,2024-09-15 00:02:09.664832416,4
1708,183,444,"[14, 225, 305, 313, 334, 356, 440, 491]",176.3,0.0,2024-09-15 08:48:01.440720360,35
1709,242,701,"[37, 49, 113, 158, 242, 263, 309, 486]",164.4,117.2,2024-09-15 17:33:53.216608304,77
1710,193,36,"[23, 142, 151, 160, 203, 222, 362, 424]",144.7,420.99,2024-09-16 02:19:44.992496248,29
1711,272,597,"[14, 82, 211, 227, 303, 417, 475, 480]",214.0,0.0,2024-09-16 11:05:36.768384192,2
1712,165,155,"[76, 229, 230, 231, 301, 385, 419, 458]",109.7,59.27,2024-09-16 19:51:28.544272136,17
1713,180,169,"[132, 162, 261, 302, 320, 376, 414, 490]",195.6,0.0,2024-09-17 04:37:20.320160080,38
1714,117,796,"[37, 68, 114, 196, 226, 334, 349, 441]",176.9,267.13,2024-09-17 13:23:12.096048024,70
1715,266,272,"[79, 94, 259, 399, 407, 458, 473, 497]",142.5,365.04,2024-09-17 22:09:03.871935968,76
1716,38,547,"[67, 145, 180, 274, 291, 307, 355, 484]",164.9,401.24,2024-09-18 06:54:55.647823912,19
1717,44,420,"[110, 179, 215, 262, 263, 321, 367, 407]",135.5,389.56,2024-09-18 15:40:47.423711856,60
1718,74,184,"[34, 125, 142, 287, 327, 331, 342, 406]",120.3,0.0,2024-09-19 00:26:39.199599800,25
1719,226,611,"[61, 67, 128, 184, 285, 347, 455, 486]",237.8,0.0,2024-09-19 09:12:30.975487744,78
1720,13,237,"[36, 95, 152, 154, 260, 363, 390, 489]",198.3,0.0,2024-09-19 17:58:22.751375688,7
1721,12,915,"[45, 52, 73, 74, 102, 143, 334, 494]",201.3,0.0,2024-09-20 02:44:14.527263632,85
1722,50,509,"[10, 46, 91, 152, 162, 255, 297, 432]",148.1,0.0,2024-09-20 11:30:06.303151576,89
1723,249,441,"[83, 140, 163, 186, 221, 263, 270, 404]",151.1,0.0,2024-09-20 20:15:58.079039520,27
